g | n1 | w1g | n2 | w2g
[('a', 1), ('b', 2), ('a', -3), ('b', -2), ('a', -5)] | 33 | 000022111122010222121122020112212 | 4 | 0000
[('b', -1), ('a', 4), ('b', -4), ('a', 4), ('b', 5)] | 36 | 001022020102211110220201022111112201 | 4 | 0000
[('a', -1), ('b', 5), ('a', 5), ('b', 2), ('a', 5)] | 35 | 00002212111220101122111122010112211 | 4 | 1010
[('b', -5), ('a', -2), ('b', -5), ('a', -3), ('b', 1)] | 34 | 0011122020122121112202022212102201 | 4 | 0000
[('b', -4), ('a', 3), ('b', 1), ('a', 2), ('b', 4)] | 34 | 0011022020222111022010122111102201 | 4 | 0000
[('b', 4), ('a', -3), ('b', 3), ('a', -5), ('b', -5)] | 35 | 00110220102221212220101122121112202 | 4 | 0000
[('b', 3), ('a', -4), ('b', 1), ('a', -2), ('b', 2)] | 33 | 001222010102212102201012212112201 | 6 | 000000
[('a', 5), ('b', 4), ('a', 3), ('b', 1), ('a', -5)] | 35 | 00011221111022010222111022010112212 | 4 | 1010
[('a', 1), ('b', -2), ('a', -1), ('b', 2), ('a', -4)] | 33 | 000022111122020022121122010102212 | 4 | 0000
[('a', 1), ('b', -1), ('a', 4), ('b', -3), ('a', 1)] | 33 | 000022111022020102211122202002211 | 4 | 1010
[('b', 5), ('a', -5), ('b', 1), ('a', -2), ('b', -1)] | 34 | 0011122010112212102201012212102202 | 4 | 0000
[('b', 4), ('a', -4), ('b', -1), ('a', 5), ('b', -5)] | 36 | 001102201010221210220201122111112202 | 4 | 0000
[('b', -1), ('a', 3), ('b', 3), ('a', -4), ('b', -1)] | 33 | 001022020222111222010102212102202 | 4 | 0000
[('b', 5), ('a', 1), ('b', 2), ('a', -1), ('b', 4)] | 34 | 0011122010022111122010022121102201 | 4 | 1010
[('b', -2), ('a', -2), ('b', -5), ('a', -4), ('b', 4)] | 35 | 00112202012212111220201022121102201 | 6 | 000000
[('a', 4), ('b', -1), ('a', -1), ('b', -3), ('a', 3)] | 33 | 000102211102202002212122202022211 | 4 | 1010
[('a', 4), ('b', -1), ('a', -5), ('b', 3), ('a', 2)] | 34 | 0001022111022020112212122201012211 | 4 | 0000
[('a', 3), ('b', -4), ('a', -2), ('b', 3), ('a', -4)] | 34 | 0002221111022020122121222010102212 | 4 | 1010
[('a', -4), ('b', 3), ('a', 1), ('b', 5), ('a', 1)] | 34 | 0001022121222010022111112201002211 | 4 | 0000
[('b', 4), ('a', -4), ('b', 1), ('a', -1), ('b', 4)] | 35 | 00110220101022121022010022121102201 | 4 | 0000
[('a', 4), ('b', 5), ('a', 1), ('b', 5), ('a', -4)] | 36 | 000102211111220100221111122010102212 | 4 | 0000
[('a', -4), ('b', 1), ('a', 5), ('b', 5), ('a', 4)] | 36 | 000102212102201011221111122010102211 | 4 | 0000
[('b', -3), ('a', -2), ('b', -5), ('a', -3), ('b', 1)] | 33 | 001222020122121112202022212102201 | 4 | 0000
[('b', -1), ('a', -3), ('b', 4), ('a', -4), ('b', -1)] | 34 | 0010220202221211022010102212102202 | 4 | 0000
[('a', -3), ('b', -3), ('a', 1), ('b', -4), ('a', -2)] | 33 | 000222121222020022111102202012212 | 4 | 0000
[('b', 1), ('a', 4), ('b', -3), ('a', -4), ('b', -4)] | 35 | 00102201010221112220201022121102202 | 6 | 101010
[('b', -2), ('a', -1), ('b', 5), ('a', -1), ('b', -5)] | 34 | 0011220200221211122010022121112202 | 4 | 0000
[('a', 2), ('b', 2), ('a', -4), ('b', -2), ('a', -4)] | 34 | 0001221111220101022121122020102212 | 6 | 000000
[('b', 2), ('a', 5), ('b', 2), ('a', -3), ('b', 2)] | 33 | 001122010112211112201022212112201 | 4 | 0000
[('b', 3), ('a', 2), ('b', 4), ('a', 5), ('b', 1)] | 34 | 0012220101221111022010112211102201 | 4 | 0000
[('a', -3), ('b', -2), ('a', -1), ('b', -1), ('a', 1)] | 32 | 00022212112202002212102202002211 | 6 | 000000
[('a', -2), ('b', 3), ('a', -1), ('b', 5), ('a', 1)] | 33 | 000122121222010022121112201002211 | 4 | 0000
[('b', -4), ('a', -5), ('b', -2), ('a', 1), ('b', 3)] | 34 | 0011022020112212112202002211122201 | 4 | 0000
[('a', -5), ('b', -5), ('a', -1), ('b', -4), ('a', 4)] | 36 | 000112212111220200221211022020102211 | 4 | 0000
[('a', -2), ('b', -1), ('a', 2), ('b', 1), ('a', 2)] | 32 | 00012212102202012211102201012211 | 4 | 0000
[('b', -2), ('a', -2), ('b', -1), ('a', -5), ('b', 2)] | 33 | 001122020122121022020112212112201 | 4 | 0000
[('b', -5), ('a', 5), ('b', -1), ('a', -5), ('b', 3)] | 35 | 00111220201122111022020112212122201 | 6 | 101010
[('b', 1), ('a', 2), ('b', -4), ('a', 5), ('b', -5)] | 35 | 00102201012211110220201122111112202 | 4 | 0000
[('a', -2), ('b', -2), ('a', -1), ('b', 3), ('a', -2)] | 32 | 00012212112202002212122201012212 | 4 | 0000
[('b', -4), ('a', 4), ('b', -4), ('a', 3), ('b', 5)] | 36 | 001102202010221111022020222111112201 | 4 | 0000
[('b', -1), ('a', 5), ('b', -3), ('a', -2), ('b', 3)] | 33 | 001022020112211122202012212122201 | 4 | 1010
[('b', -1), ('a', 5), ('b', -3), ('a', 5), ('b', 5)] | 35 | 00102202011221112220201122111112201 | 4 | 0000
[('b', -2), ('a', 4), ('b', -2), ('a', -2), ('b', 3)] | 33 | 001122020102211112202012212122201 | 4 | 0000
[('a', 2), ('b', 1), ('a', 3), ('b', 5), ('a', 5)] | 34 | 0001221110220102221111122010112211 | 4 | 0000
[('b', -2), ('a', -3), ('b', 4), ('a', -5), ('b', -4)] | 35 | 00112202022212110220101122121102202 | 4 | 0000
[('b', -2), ('a', -4), ('b', -2), ('a', 3), ('b', -3)] | 33 | 001122020102212112202022211122202 | 4 | 0000
[('a', -2), ('b', 3), ('a', 2), ('b', -4), ('a', 4)] | 34 | 0001221212220101221111022020102211 | 4 | 0000
[('b', -5), ('a', -5), ('b', 3), ('a', -4), ('b', -1)] | 35 | 00111220201122121222010102212102202 | 6 | 101010
[('a', 2), ('b', -5), ('a', 5), ('b', 2), ('a', -5)] | 35 | 00012211111220201122111122010112212 | 4 | 0000
[('b', -3), ('a', 3), ('b', -2), ('a', 3), ('b', 1)] | 32 | 00122202022211112202022211102201 | 4 | 1010
[('b', 4), ('a', -5), ('b', 4), ('a', 1), ('b', -2)] | 35 | 00110220101122121102201002211112202 | 4 | 0000
[('b', 2), ('a', 5), ('b', -3), ('a', -1), ('b', -2)] | 33 | 001122010112211122202002212112202 | 4 | 0000
[('a', -1), ('b', 5), ('a', -3), ('b', 2), ('a', 3)] | 33 | 000022121112201022212112201022211 | 4 | 0000
[('b', 1), ('a', 2), ('b', -2), ('a', -3), ('b', -2)] | 32 | 00102201012211112202022212112202 | 4 | 0000
[('b', -2), ('a', -4), ('b', -1), ('a', 4), ('b', -3)] | 34 | 0011220201022121022020102211122202 | 6 | 101010
[('b', 1), ('a', -2), ('b', 1), ('a', -1), ('b', 4)] | 33 | 001022010122121022010022121102201 | 6 | 000000
[('a', 4), ('b', -3), ('a', -1), ('b', 4), ('a', -2)] | 34 | 0001022111222020022121102201012212 | 4 | 0000
[('b', 3), ('a', 5), ('b', -2), ('a', 5), ('b', -1)] | 34 | 0012220101122111122020112211102202 | 4 | 0000
[('b', 4), ('a', -1), ('b', 3), ('a', 3), ('b', -5)] | 34 | 0011022010022121222010222111112202 | 4 | 0000
[('a', -3), ('b', -2), ('a', 5), ('b', -2), ('a', -1)] | 33 | 000222121122020112211112202002212 | 4 | 0000
[('a', -2), ('b', -4), ('a', 4), ('b', 3), ('a', -1)] | 34 | 0001221211022020102211122201002212 | 4 | 0000
[('b', 1), ('a', -2), ('b', -2), ('a', 3), ('b', -4)] | 33 | 001022010122121122020222111102202 | 4 | 0000
[('b', 2), ('a', -2), ('b', 1), ('a', -5), ('b', -2)] | 33 | 001122010122121022010112212112202 | 4 | 0000
[('a', -4), ('b', 5), ('a', -4), ('b', 2), ('a', -2)] | 35 | 00010221211122010102212112201012212 | 4 | 0000
[('b', 1), ('a', -3), ('b', 4), ('a', -3), ('b', 3)] | 33 | 001022010222121102201022212122201 | 4 | 1010
[('b', 2), ('a', -4), ('b', -3), ('a', -2), ('b', -4)] | 34 | 0011220101022121222020122121102202 | 4 | 1010
[('b', -4), ('a', -4), ('b', 5), ('a', 4), ('b', 5)] | 37 | 0011022020102212111220101022111112201 | 6 | 101010
[('b', -3), ('a', -4), ('b', 4), ('a', -3), ('b', 2)] | 34 | 0012220201022121102201022212112201 | 4 | 0000
[('b', 3), ('a', -4), ('b', -2), ('a', 2), ('b', 4)] | 34 | 0012220101022121122020122111102201 | 4 | 0000
[('a', 4), ('b', -4), ('a', 1), ('b', 5), ('a', 3)] | 35 | 00010221111022020022111112201022211 | 4 | 0000
[('b', -5), ('a', -4), ('b', -2), ('a', 2), ('b', -4)] | 35 | 00111220201022121122020122111102202 | 4 | 0000
[('b', -5), ('a', 5), ('b', -3), ('a', 3), ('b', -1)] | 34 | 0011122020112211122202022211102202 | 4 | 0000
[('a', -2), ('b', 1), ('a', 2), ('b', -2), ('a', -4)] | 33 | 000122121022010122111122020102212 | 4 | 0000
[('b', 2), ('a', -2), ('b', 2), ('a', -1), ('b', -1)] | 32 | 00112201012212112201002212102202 | 6 | 000000
[('a', -5), ('b', 1), ('a', 3), ('b', -5), ('a', 2)] | 34 | 0001122121022010222111112202012211 | 4 | 1010
[('a', -2), ('b', -1), ('a', 2), ('b', -2), ('a', 3)] | 32 | 00012212102202012211112202022211 | 6 | 000000
[('a', 2), ('b', 3), ('a', -5), ('b', -2), ('a', 5)] | 34 | 0001221112220101122121122020112211 | 4 | 0000
[('a', 5), ('b', 5), ('a', 4), ('b', -2), ('a', 5)] | 36 | 000112211111220101022111122020112211 | 4 | 0000
[('a', 2), ('b', -3), ('a', -5), ('b', 3), ('a', 5)] | 34 | 0001221112220201122121222010112211 | 4 | 0000
[('b', 4), ('a', -3), ('b', 1), ('a', 3), ('b', -5)] | 34 | 0011022010222121022010222111112202 | 10 | 0000201010
[('a', 3), ('b', 3), ('a', 3), ('b', -4), ('a', -5)] | 34 | 0002221112220102221111022020112212 | 4 | 0000
[('b', 1), ('a', 1), ('b', -3), ('a', -4), ('b', -5)] | 34 | 0010220100221112220201022121112202 | 4 | 1010
[('a', 1), ('b', 1), ('a', -3), ('b', -5), ('a', -4)] | 34 | 0000221110220102221211122020102212 | 4 | 1010
[('b', -2), ('a', -2), ('b', -2), ('a', 5), ('b', 2)] | 33 | 001122020122121122020112211112201 | 4 | 1010
[('a', -1), ('b', -4), ('a', -5), ('b', -1), ('a', -1)] | 34 | 0000221211022020112212102202002212 | 4 | 0000
[('a', -4), ('b', 1), ('a', -2), ('b', -5), ('a', 3)] | 34 | 0001022121022010122121112202022211 | 4 | 1010
[('b', -4), ('a', 3), ('b', -1), ('a', 5), ('b', -2)] | 34 | 0011022020222111022020112211112202 | 4 | 0000
[('a', -4), ('b', 5), ('a', -4), ('b', -4), ('a', 4)] | 37 | 0001022121112201010221211022020102211 | 4 | 0000
[('b', 4), ('a', -1), ('b', -2), ('a', -1), ('b', 3)] | 33 | 001102201002212112202002212122201 | 4 | 0000
[('b', 2), ('a', -3), ('b', 2), ('a', 4), ('b', -2)] | 33 | 001122010222121122010102211112202 | 4 | 0000
[('a', -1), ('b', 2), ('a', -1), ('b', 1), ('a', 5)] | 33 | 000022121122010022121022010112211 | 6 | 000000
[('a', -2), ('b', 5), ('a', -4), ('b', -5), ('a', -4)] | 36 | 000122121112201010221211122020102212 | 4 | 0000
[('b', -5), ('a', 5), ('b', 2), ('a', -1), ('b', 4)] | 35 | 00111220201122111122010022121102201 | 4 | 0000
[('a', -2), ('b', -5), ('a', -2), ('b', -2), ('a', 3)] | 33 | 000122121112202012212112202022211 | 4 | 0000
[('b', -5), ('a', -1), ('b', 3), ('a', -5), ('b', -5)] | 35 | 00111220200221212220101122121112202 | 4 | 1010
[('b', -4), ('a', 4), ('b', -1), ('a', -4), ('b', 3)] | 35 | 00110220201022111022020102212122201 | 4 | 1010
[('b', 1), ('a', -5), ('b', -1), ('a', -3), ('b', 1)] | 33 | 001022010112212102202022212102201 | 4 | 0000
[('a', 1), ('b', 3), ('a', 1), ('b', -4), ('a', -5)] | 34 | 0000221112220100221111022020112212 | 4 | 1010
[('a', -4), ('b', 2), ('a', 4), ('b', 5), ('a', -2)] | 35 | 00010221211220101022111112201012212 | 4 | 0000
[('b', -2), ('a', -1), ('b', 4), ('a', -5), ('b', -1)] | 34 | 0011220200221211022010112212102202 | 4 | 1010
[('a', 1), ('b', -3), ('a', -5), ('b', -5), ('a', 5)] | 35 | 00002211122202011221211122020112211 | 4 | 0000
[('b', 2), ('a', -1), ('b', 4), ('a', 3), ('b', -5)] | 34 | 0011220100221211022010222111112202 | 4 | 0000
[('b', 1), ('a', 1), ('b', 3), ('a', 3), ('b', -3)] | 32 | 00102201002211122201022211122202 | 4 | 0000
[('a', 5), ('b', -4), ('a', -4), ('b', -2), ('a', 4)] | 36 | 000112211110220201022121122020102211 | 4 | 0000
[('a', 5), ('b', -5), ('a', 3), ('b', -5), ('a', -1)] | 35 | 00011221111122020222111112202002212 | 4 | 0000
[('b', -5), ('a', -5), ('b', 2), ('a', 4), ('b', 1)] | 35 | 00111220201122121122010102211102201 | 4 | 0000
[('a', 1), ('b', -5), ('a', -2), ('b', -5), ('a', 4)] | 35 | 00002211111220201221211122020102211 | 4 | 1010
[('b', 1), ('a', 3), ('b', 3), ('a', -5), ('b', 5)] | 34 | 0010220102221112220101122121112201 | 4 | 0000
[('a', -5), ('b', -3), ('a', -3), ('b', 2), ('a', -1)] | 33 | 000112212122202022212112201002212 | 4 | 1010
[('b', 4), ('a', -3), ('b', -5), ('a', -5), ('b', -5)] | 36 | 001102201022212111220201122121112202 | 4 | 0000
[('b', 1), ('a', 2), ('b', 3), ('a', 1), ('b', -3)] | 32 | 00102201012211122201002211122202 | 4 | 1010
[('b', 3), ('a', -5), ('b', 3), ('a', -1), ('b', -4)] | 34 | 0012220101122121222010022121102202 | 4 | 1010
[('a', 3), ('b', 4), ('a', -4), ('b', -4), ('a', 4)] | 36 | 000222111102201010221211022020102211 | 6 | 000000
[('b', 2), ('a', 4), ('b', 3), ('a', -3), ('b', -5)] | 34 | 0011220101022111222010222121112202 | 4 | 0000
[('b', 1), ('a', 1), ('b', 2), ('a', 4), ('b', -1)] | 33 | 001022010022111122010102211102202 | 4 | 0000
[('b', -3), ('a', -5), ('b', -4), ('a', -3), ('b', -4)] | 35 | 00122202011221211022020222121102202 | 4 | 0000
[('a', 1), ('b', -2), ('a', -3), ('b', -3), ('a', -2)] | 32 | 00002211112202022212122202012212 | 4 | 0000
[('a', -5), ('b', 4), ('a', -3), ('b', 3), ('a', 5)] | 35 | 00011221211022010222121222010112211 | 4 | 1010
[('b', 3), ('a', 5), ('b', 4), ('a', 2), ('b', -1)] | 34 | 0012220101122111102201012211102202 | 4 | 0000
[('a', -3), ('b', -3), ('a', -3), ('b', -4), ('a', -5)] | 34 | 0002221212220202221211022020112212 | 4 | 0000
[('a', 5), ('b', 1), ('a', 3), ('b', -3), ('a', -4)] | 34 | 0001122111022010222111222020102212 | 4 | 0000
[('b', 4), ('a', 2), ('b', 2), ('a', 1), ('b', 5)] | 34 | 0011022010122111122010022111112201 | 4 | 1010
[('a', -3), ('b', -5), ('a', 2), ('b', 4), ('a', -5)] | 35 | 00022212111220201221111022010112212 | 4 | 1010
[('a', 3), ('b', -3), ('a', -2), ('b', 4), ('a', -2)] | 33 | 000222111222020122121102201012212 | 4 | 0000
[('b', 5), ('a', -1), ('b', -3), ('a', 4), ('b', -4)] | 35 | 00111220100221212220201022111102202 | 4 | 1010
[('b', 5), ('a', 4), ('b', -2), ('a', -5), ('b', 5)] | 36 | 001112201010221111220201122121112201 | 4 | 0000
[('a', 2), ('b', -3), ('a', 1), ('b', 1), ('a', -1)] | 32 | 00012211122202002211102201002212 | 4 | 0000
[('b', 3), ('a', 4), ('b', 5), ('a', -2), ('b', 5)] | 35 | 00122201010221111122010122121112201 | 4 | 0000
[('b', 1), ('a', 2), ('b', -5), ('a', 1), ('b', 3)] | 33 | 001022010122111112202002211122201 | 4 | 1010
[('b', -5), ('a', -1), ('b', 3), ('a', 5), ('b', -2)] | 34 | 0011122020022121222010112211112202 | 4 | 0000
[('b', -1), ('a', -5), ('b', 4), ('a', -5), ('b', -1)] | 35 | 00102202011221211022010112212102202 | 4 | 0000
[('b', -5), ('a', 4), ('b', 2), ('a', -3), ('b', -1)] | 34 | 0011122020102211112201022212102202 | 4 | 0000
[('a', 1), ('b', -2), ('a', 3), ('b', 2), ('a', 5)] | 33 | 000022111122020222111122010112211 | 8 | 00000000
[('b', -1), ('a', 2), ('b', -5), ('a', -3), ('b', 2)] | 33 | 001022020122111112202022212112201 | 4 | 0000
[('b', 4), ('a', 4), ('b', -4), ('a', -1), ('b', 5)] | 36 | 001102201010221111022020022121112201 | 4 | 1010
[('b', 1), ('a', -1), ('b', -4), ('a', 4), ('b', -2)] | 34 | 0010220100221211022020102211112202 | 4 | 1010
[('b', 1), ('a', 2), ('b', 5), ('a', 5), ('b', 3)] | 34 | 0010220101221111122010112211122201 | 4 | 0000
[('a', -4), ('b', 2), ('a', -5), ('b', 4), ('a', 4)] | 36 | 000102212112201011221211022010102211 | 4 | 0000
[('a', -4), ('b', -1), ('a', -4), ('b', -1), ('a', -2)] | 34 | 0001022121022020102212102202012212 | 4 | 0000
[('b', 4), ('a', 1), ('b', 4), ('a', -4), ('b', -4)] | 36 | 001102201002211110220101022121102202 | 4 | 1010
[('b', -3), ('a', 2), ('b', -3), ('a', -1), ('b', -2)] | 32 | 00122202012211122202002212112202 | 4 | 0000
[('b', -3), ('a', 4), ('b', 4), ('a', 2), ('b', -4)] | 35 | 00122202010221111022010122111102202 | 6 | 000000
[('b', 4), ('a', -2), ('b', -2), ('a', -4), ('b', -5)] | 35 | 00110220101221211220201022121112202 | 6 | 000000
[('a', -2), ('b', 2), ('a', 2), ('b', 3), ('a', 3)] | 32 | 00012212112201012211122201022211 | 4 | 1010
[('b', 5), ('a', -4), ('b', -3), ('a', 2), ('b', 4)] | 35 | 00111220101022121222020122111102201 | 4 | 0000
[('b', -1), ('a', -1), ('b', 3), ('a', 4), ('b', 2)] | 33 | 001022020022121222010102211112201 | 4 | 1010
[('a', 1), ('b', 4), ('a', 1), ('b', 2), ('a', 4)] | 34 | 0000221111022010022111122010102211 | 6 | 000000
[('b', 1), ('a', 3), ('b', -2), ('a', 2), ('b', -3)] | 32 | 00102201022211112202012211122202 | 4 | 0000
[('b', -4), ('a', -4), ('b', -5), ('a', -3), ('b', -5)] | 36 | 001102202010221211122020222121112202 | 4 | 0000
[('a', -4), ('b', 4), ('a', 3), ('b', -2), ('a', 3)] | 34 | 0001022121102201022211112202022211 | 4 | 0000
[('a', -2), ('b', -3), ('a', -4), ('b', -1), ('a', 2)] | 33 | 000122121222020102212102202012211 | 4 | 0000
[('b', 2), ('a', -4), ('b', -4), ('a', 3), ('b', -1)] | 34 | 0011220101022121102202022211102202 | 4 | 0000
[('b', 1), ('a', 4), ('b', -5), ('a', 3), ('b', -1)] | 34 | 0010220101022111112202022211102202 | 4 | 0000
[('b', -4), ('a', -3), ('b', -1), ('a', 5), ('b', 2)] | 34 | 0011022020222121022020112211112201 | 4 | 0000
[('a', 2), ('b', -2), ('a', 2), ('b', -1), ('a', 1)] | 32 | 00012211112202012211102202002211 | 4 | 0000
[('b', -1), ('a', -3), ('b', 4), ('a', 1), ('b', -5)] | 34 | 0010220202221211022010022111112202 | 4 | 0000
[('b', 1), ('a', -5), ('b', -5), ('a', -3), ('b', 3)] | 34 | 0010220101122121112202022212122201 | 4 | 0000
[('b', 4), ('a', 1), ('b', 4), ('a', 2), ('b', 5)] | 35 | 00110220100221111022010122111112201 | 4 | 1010
[('a', -3), ('b', -4), ('a', 5), ('b', 4), ('a', -1)] | 35 | 00022212110220201122111102201002212 | 4 | 0000
[('b', 3), ('a', 5), ('b', 4), ('a', 2), ('b', -3)] | 34 | 0012220101122111102201012211122202 | 4 | 0000
[('a', 5), ('b', 4), ('a', -2), ('b', 2), ('a', 2)] | 34 | 0001122111102201012212112201012211 | 4 | 0000
[('b', -1), ('a', -3), ('b', 3), ('a', 2), ('b', -4)] | 33 | 001022020222121222010122111102202 | 4 | 0000
[('b', 1), ('a', -4), ('b', 2), ('a', 3), ('b', -3)] | 33 | 001022010102212112201022211122202 | 4 | 0000
[('b', -5), ('a', -4), ('b', 4), ('a', 4), ('b', 1)] | 36 | 001112202010221211022010102211102201 | 8 | 00201010
[('a', 1), ('b', -4), ('a', 4), ('b', 4), ('a', 4)] | 36 | 000022111102202010221111022010102211 | 8 | 00000000
[('a', 2), ('b', -1), ('a', -2), ('b', -5), ('a', 3)] | 33 | 000122111022020122121112202022211 | 6 | 000000
[('a', 3), ('b', -2), ('a', 1), ('b', 2), ('a', 2)] | 32 | 00022211112202002211112201012211 | 6 | 000000
[('a', 2), ('b', 4), ('a', 3), ('b', 2), ('a', -3)] | 33 | 000122111102201022211112201022212 | 4 | 0000
[('b', -5), ('a', -1), ('b', -5), ('a', -1), ('b', 1)] | 34 | 0011122020022121112202002212102201 | 4 | 0000
[('a', -5), ('b', -1), ('a', -1), ('b', -1), ('a', -2)] | 33 | 000112212102202002212102202012212 | 4 | 0000
[('b', -5), ('a', -1), ('b', 1), ('a', 2), ('b', -3)] | 33 | 001112202002212102201012211122202 | 4 | 0000
[('b', -5), ('a', -3), ('b', -5), ('a', 3), ('b', 5)] | 35 | 00111220202221211122020222111112201 | 4 | 1010
[('b', 5), ('a', 3), ('b', 5), ('a', 3), ('b', -3)] | 34 | 0011122010222111112201022211122202 | 4 | 1010
[('a', -1), ('b', 4), ('a', 3), ('b', -5), ('a', 3)] | 34 | 0000221211022010222111112202022211 | 4 | 0000
[('b', 2), ('a', -3), ('b', 4), ('a', 1), ('b', 4)] | 34 | 0011220102221211022010022111102201 | 4 | 0000
[('b', 2), ('a', -3), ('b', 1), ('a', -5), ('b', 4)] | 34 | 0011220102221210220101122121102201 | 4 | 0000
[('a', -1), ('b', -5), ('a', -5), ('b', 3), ('a', -1)] | 34 | 0000221211122020112212122201002212 | 4 | 0000
[('b', -5), ('a', 3), ('b', 4), ('a', 3), ('b', -1)] | 34 | 0011122020222111102201022211102202 | 4 | 1010
[('a', 1), ('b', 5), ('a', -4), ('b', 5), ('a', -3)] | 35 | 00002211111220101022121112201022212 | 4 | 1010
[('a', -4), ('b', 4), ('a', 1), ('b', 1), ('a', 4)] | 35 | 00010221211022010022111022010102211 | 4 | 0000
[('a', 1), ('b', 1), ('a', 2), ('b', -3), ('a', -3)] | 32 | 00002211102201012211122202022212 | 4 | 1010
[('b', -4), ('a', 2), ('b', 4), ('a', -5), ('b', 5)] | 36 | 001102202012211110220101122121112201 | 4 | 1010
[('a', 2), ('b', -5), ('a', 5), ('b', 3), ('a', 1)] | 34 | 0001221111122020112211122201002211 | 4 | 0000
[('b', -5), ('a', -1), ('b', 4), ('a', -4), ('b', 2)] | 35 | 00111220200221211022010102212112201 | 4 | 0000
[('a', -4), ('b', -4), ('a', -2), ('b', -1), ('a', 3)] | 34 | 0001022121102202012212102202022211 | 4 | 1010
[('a', -1), ('b', 2), ('a', -2), ('b', 5), ('a', -1)] | 33 | 000022121122010122121112201002212 | 4 | 0000
[('b', 4), ('a', 3), ('b', 4), ('a', 5), ('b', 5)] | 36 | 001102201022211110220101122111112201 | 4 | 0000
[('a', -5), ('b', 4), ('a', -1), ('b', 2), ('a', 5)] | 35 | 00011221211022010022121122010112211 | 4 | 0000
[('b', 1), ('a', 1), ('b', 5), ('a', 3), ('b', 4)] | 34 | 0010220100221111122010222111102201 | 4 | 0000
[('a', -1), ('b', -3), ('a', -1), ('b', 1), ('a', 1)] | 32 | 00002212122202002212102201002211 | 4 | 0000
[('b', -2), ('a', 3), ('b', -5), ('a', -4), ('b', -4)] | 35 | 00112202022211111220201022121102202 | 4 | 0000
[('a', -4), ('b', 2), ('a', 3), ('b', 1), ('a', -3)] | 33 | 000102212112201022211102201022212 | 4 | 0000
[('a', -3), ('b', 2), ('a', 1), ('b', -1), ('a', -3)] | 32 | 00022212112201002211102202022212 | 4 | 0000
[('a', 3), ('b', -1), ('a', -3), ('b', 4), ('a', -2)] | 33 | 000222111022020222121102201012212 | 4 | 0000
[('a', 3), ('b', -2), ('a', 2), ('b', 3), ('a', -1)] | 32 | 00022211112202012211122201002212 | 4 | 0000
[('b', 3), ('a', 1), ('b', 4), ('a', -3), ('b', -2)] | 33 | 001222010022111102201022212112202 | 4 | 0000
[('b', 3), ('a', -4), ('b', 2), ('a', -1), ('b', 4)] | 34 | 0012220101022121122010022121102201 | 4 | 0000
[('a', -1), ('b', -1), ('a', 5), ('b', 2), ('a', -2)] | 33 | 000022121022020112211112201012212 | 4 | 0000
[('a', -1), ('b', 1), ('a', -4), ('b', 4), ('a', -2)] | 34 | 0000221210220101022121102201012212 | 4 | 0000
[('b', -1), ('a', -2), ('b', -5), ('a', -2), ('b', 2)] | 33 | 001022020122121112202012212112201 | 4 | 0000
[('b', 3), ('a', 5), ('b', 4), ('a', 3), ('b', -4)] | 35 | 00122201011221111022010222111102202 | 4 | 0000
[('b', -2), ('a', -4), ('b', 1), ('a', -3), ('b', 3)] | 33 | 001122020102212102201022212122201 | 4 | 0000
[('b', 4), ('a', 3), ('b', -2), ('a', -1), ('b', 3)] | 33 | 001102201022211112202002212122201 | 4 | 0000
